site_number,latitude,longitude,state,county,city,Carbon monoxide,Nitrogen dioxide (NO2),Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Sulfur dioxide,aqi,date,year,month
2,40.253611,-111.663056,Utah,Utah,Provo,,43.0,27.0,34.5,83.5,,83.5,2017-01-01,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,24.0,23.0,8.0,22.5,,24.0,2017-01-02,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,45.0,18.5,17.0,43.0,,45.0,2017-01-03,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,41.0,31.0,4.0,4.5,,41.0,2017-01-04,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,27.0,29.0,7.0,19.0,,29.0,2017-01-05,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,42.0,26.0,19.0,51.5,,51.5,2017-01-06,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,43.0,17.0,28.0,66.0,,66.0,2017-01-07,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,9.0,37.0,19.0,10.0,37.5,,37.5,2017-01-08,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,53.0,25.0,3.0,3.5,,53.0,2017-01-09,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,29.0,35.0,5.0,5.0,,35.0,2017-01-10,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,24.0,33.5,4.0,3.0,,33.5,2017-01-11,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,38.0,12.0,10.0,32.5,,38.0,2017-01-12,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,35.0,15.0,26.0,68.0,,68.0,2017-01-13,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,34.0,23.0,30.0,71.5,,71.5,2017-01-14,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,18.0,30.0,18.0,55.0,,55.0,2017-01-15,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,23.0,31.0,19.0,51.0,,51.0,2017-01-16,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,39.0,31.0,25.0,55.0,,55.0,2017-01-17,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,42.0,23.0,,57.0,,57.0,2017-01-18,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,41.0,11.5,15.0,38.0,,41.0,2017-01-19,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,33.0,29.0,,38.5,,38.5,2017-01-20,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,33.0,32.0,,18.0,,33.0,2017-01-21,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,33.0,30.0,,17.0,,33.0,2017-01-22,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,36.0,37.0,,4.0,,37.0,2017-01-23,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,47.0,36.0,,24.0,,47.0,2017-01-24,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,25.0,35.0,9.0,28.5,,35.0,2017-01-25,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,32.0,32.0,11.0,35.5,,35.5,2017-01-26,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,30.0,31.0,20.0,50.0,,50.0,2017-01-27,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,49.0,32.0,31.0,67.5,,67.5,2017-01-28,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,,34.0,39.0,83.0,,83.0,2017-01-29,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,11.0,55.0,28.0,57.0,116.5,,116.5,2017-01-30,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,11.0,,16.0,67.5,142.5,,142.5,2017-01-31,2017,1
2,40.253611,-111.663056,Utah,Utah,Provo,15.0,56.0,9.0,78.0,152.5,,152.5,2017-02-01,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,11.0,58.0,24.0,32.0,42.0,,58.0,2017-02-02,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,11.0,42.0,27.0,20.0,30.5,,42.0,2017-02-03,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,34.0,38.0,12.0,13.0,,38.0,2017-02-04,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,32.0,39.0,9.0,12.0,,39.0,2017-02-05,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,18.0,35.5,10.0,5.5,,35.5,2017-02-06,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,13.0,31.5,8.0,4.5,,31.5,2017-02-07,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,38.0,29.0,16.0,9.0,,38.0,2017-02-08,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,28.0,25.0,16.0,6.0,,28.0,2017-02-09,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,31.0,8.0,6.0,,31.0,2017-02-10,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,33.0,31.5,8.0,12.0,,33.0,2017-02-11,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,33.0,37.0,11.0,20.5,,37.0,2017-02-12,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,49.0,31.0,28.0,46.5,,49.0,2017-02-13,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,9.0,45.0,29.0,38.0,55.5,,55.5,2017-02-14,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,47.0,36.0,31.0,36.5,,47.0,2017-02-15,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,54.0,36.0,24.0,16.5,,54.0,2017-02-16,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,34.0,30.0,15.0,11.5,,34.0,2017-02-17,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,18.0,37.0,5.5,3.5,,37.0,2017-02-18,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,25.0,32.0,5.0,4.0,,32.0,2017-02-19,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,25.0,35.0,6.0,4.0,,35.0,2017-02-20,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,8.0,38.0,20.0,0.0,,38.0,2017-02-21,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,43.0,36.0,5.0,7.0,,43.0,2017-02-22,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,36.0,33.0,5.0,0.0,,36.0,2017-02-23,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,25.0,37.0,6.0,5.0,,37.0,2017-02-24,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,49.0,36.0,19.0,16.0,,49.0,2017-02-25,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,42.0,40.0,11.0,12.0,,42.0,2017-02-26,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,33.0,40.0,6.0,2.0,,40.0,2017-02-27,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,42.0,40.0,8.0,5.0,,42.0,2017-02-28,2017,2
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,42.0,44.0,12.0,12.0,,44.0,2017-03-01,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,50.0,32.0,27.0,32.0,,50.0,2017-03-02,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,10.0,,34.0,31.0,37.0,,37.0,2017-03-03,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,9.0,35.0,44.0,14.0,7.0,,44.0,2017-03-04,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,15.0,47.0,45.0,20.5,,47.0,2017-03-05,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,15.0,41.0,4.0,2.0,,41.0,2017-03-06,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,45.0,44.0,8.0,5.5,,45.0,2017-03-07,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,51.0,37.0,,8.5,,51.0,2017-03-08,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,34.0,36.0,16.0,10.5,,36.0,2017-03-09,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,31.0,31.0,18.0,15.5,,31.0,2017-03-10,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,32.0,40.0,12.0,12.5,,40.0,2017-03-11,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,28.0,44.0,8.0,6.5,,44.0,2017-03-12,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,28.0,40.0,15.0,8.5,,40.0,2017-03-13,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,9.0,31.0,38.0,21.0,15.0,,38.0,2017-03-14,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,8.0,38.0,44.0,24.0,15.5,,44.0,2017-03-15,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,39.0,43.0,20.0,14.0,,43.0,2017-03-16,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,32.0,48.0,20.0,16.5,,48.0,2017-03-17,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,26.0,50.0,24.0,13.5,,50.0,2017-03-18,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,26.0,47.0,17.0,15.0,,47.0,2017-03-19,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,7.0,,41.0,43.0,26.5,,43.0,2017-03-20,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,29.0,40.0,27.0,17.5,,40.0,2017-03-21,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,19.0,40.0,17.0,8.5,,40.0,2017-03-22,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,21.0,35.0,4.0,3.5,,35.0,2017-03-23,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,,,41.0,13.0,20.5,,41.0,2017-03-24,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,27.0,38.0,5.0,8.5,,38.0,2017-03-25,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,1.0,19.0,48.0,4.0,9.0,,48.0,2017-03-26,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,25.0,29.0,4.0,6.5,,29.0,2017-03-27,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,25.0,39.0,8.0,11.5,,39.0,2017-03-28,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,39.0,47.0,11.0,14.5,,47.0,2017-03-29,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,31.0,,9.0,9.5,,31.0,2017-03-30,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,16.0,27.0,7.0,10.0,,27.0,2017-03-31,2017,3
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,19.0,45.0,6.0,4.5,,45.0,2017-04-01,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,26.0,36.0,6.0,10.0,,36.0,2017-04-02,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,29.0,49.0,10.0,13.5,,49.0,2017-04-03,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,24.0,46.0,9.0,9.5,,46.0,2017-04-04,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,36.0,50.0,10.0,9.0,,50.0,2017-04-05,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,32.0,44.0,15.0,9.0,,44.0,2017-04-06,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,17.0,39.0,18.5,12.5,,39.0,2017-04-07,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,1.0,8.0,48.0,13.0,10.0,,48.0,2017-04-08,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,12.0,46.0,3.0,3.0,,46.0,2017-04-09,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,29.0,58.0,10.0,14.0,,58.0,2017-04-10,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,34.0,47.0,19.0,27.5,,47.0,2017-04-11,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,29.0,67.0,17.0,18.0,,67.0,2017-04-12,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,,67.0,43.5,29.0,,67.0,2017-04-13,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,10.0,49.0,10.0,5.5,,49.0,2017-04-14,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,15.0,50.0,8.0,10.0,,50.0,2017-04-15,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,17.0,51.0,10.0,12.0,,51.0,2017-04-16,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,19.0,46.0,15.0,9.0,,46.0,2017-04-17,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,25.0,47.0,16.0,7.0,,47.0,2017-04-18,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,18.0,67.0,6.0,7.5,,67.0,2017-04-19,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,9.0,14.0,,14.0,2017-04-20,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,20.0,50.0,6.0,7.0,,50.0,2017-04-21,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,29.0,64.0,7.0,12.5,,64.0,2017-04-22,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,21.0,49.0,8.0,9.0,,49.0,2017-04-23,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,,41.0,9.0,12.0,,41.0,2017-04-24,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,19.0,38.0,4.0,2.5,,38.0,2017-04-25,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,,40.0,6.0,6.0,,40.0,2017-04-26,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,11.0,54.0,5.0,4.0,,54.0,2017-04-27,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,23.0,39.0,6.0,7.5,,39.0,2017-04-28,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,19.0,47.0,6.0,4.5,,47.0,2017-04-29,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,22.0,48.0,6.0,8.5,,48.0,2017-04-30,2017,4
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,23.0,49.0,11.0,12.0,,49.0,2017-05-01,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,31.0,44.0,12.0,12.5,,44.0,2017-05-02,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,26.0,54.0,14.0,13.5,,54.0,2017-05-03,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,30.0,58.0,19.0,21.0,,58.0,2017-05-04,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,24.0,47.0,19.0,15.0,,47.0,2017-05-05,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,12.0,50.0,26.0,15.0,,50.0,2017-05-06,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,22.0,54.0,16.5,13.0,,54.0,2017-05-07,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,27.0,58.0,17.0,20.0,,58.0,2017-05-08,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,24.0,67.0,19.0,19.5,,67.0,2017-05-09,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,20.0,80.0,18.0,21.0,,80.0,2017-05-10,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,22.0,61.0,14.0,22.0,,61.0,2017-05-11,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,20.0,51.0,23.0,23.5,,51.0,2017-05-12,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,10.0,61.0,26.5,25.5,,61.0,2017-05-13,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,17.0,74.0,12.0,19.0,,74.0,2017-05-14,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,35.0,61.0,19.0,23.5,,61.0,2017-05-15,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,,9.0,58.0,10.0,14.0,,58.0,2017-05-16,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,17.0,45.0,4.0,4.0,,45.0,2017-05-17,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,,43.0,6.0,11.0,,43.0,2017-05-18,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,43.0,7.0,8.5,,43.0,2017-05-19,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,12.0,61.0,8.0,14.0,,61.0,2017-05-20,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,10.0,50.0,6.0,7.5,,50.0,2017-05-21,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,,,10.0,12.5,,12.5,2017-05-22,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,25.0,67.0,12.0,16.0,,67.0,2017-05-23,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,22.0,45.0,17.0,18.5,,45.0,2017-05-24,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,16.0,80.0,19.0,16.5,,80.0,2017-05-25,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,23.0,50.0,18.0,17.5,,50.0,2017-05-26,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,13.0,46.0,9.0,12.5,,46.0,2017-05-27,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,15.0,58.0,9.0,11.0,,58.0,2017-05-28,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,20.0,90.0,15.0,21.5,,90.0,2017-05-29,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,20.0,80.0,20.0,23.0,,80.0,2017-05-30,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,74.0,21.5,22.0,,74.0,2017-05-31,2017,5
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,19.0,58.0,19.0,18.0,,58.0,2017-06-01,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,20.0,74.0,16.0,22.0,,74.0,2017-06-02,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,17.0,80.0,16.0,23.5,,80.0,2017-06-03,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,15.0,64.0,19.0,27.5,,64.0,2017-06-04,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,17.0,93.0,45.0,38.5,,93.0,2017-06-05,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,80.0,25.5,40.5,,80.0,2017-06-06,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,21.0,61.0,23.0,27.0,,61.0,2017-06-07,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,22.0,64.0,31.0,25.0,,64.0,2017-06-08,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,26.0,61.0,58.0,40.0,,61.0,2017-06-09,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,12.0,49.0,30.0,25.5,,49.0,2017-06-10,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,12.0,46.0,32.0,32.5,,46.0,2017-06-11,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,14.0,49.0,33.5,35.5,,49.0,2017-06-12,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,15.0,37.0,6.0,10.5,,37.0,2017-06-13,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,15.0,64.0,16.0,23.0,,64.0,2017-06-14,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,18.0,71.0,18.0,27.0,,71.0,2017-06-15,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,20.0,47.0,15.0,19.0,,47.0,2017-06-16,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,38.0,14.0,17.0,,38.0,2017-06-17,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,,49.0,9.0,13.5,,49.0,2017-06-18,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,14.0,18.0,,18.0,2017-06-19,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,28.0,25.5,,28.0,2017-06-20,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,27.0,32.0,,32.0,2017-06-21,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,22.0,24.0,,24.0,2017-06-22,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,19.0,17.5,,19.0,2017-06-23,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,16.5,22.5,,22.5,2017-06-24,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,15.0,20.5,,20.5,2017-06-25,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,19.0,20.0,,20.0,2017-06-26,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,,,27.0,28.5,,28.5,2017-06-27,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,19.0,28.0,,28.0,2017-06-28,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,18.0,23.0,,23.0,2017-06-29,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,19.5,24.5,,24.5,2017-06-30,2017,6
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,,,30.0,49.5,,49.5,2017-07-01,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,6.0,,,25.0,38.0,,38.0,2017-07-02,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,24.0,37.0,,37.0,2017-07-03,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,5.0,,,41.0,71.5,,71.5,2017-07-04,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,35.0,57.0,,57.0,2017-07-05,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,25.0,32.5,,32.5,2017-07-06,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,29.0,40.5,,40.5,2017-07-07,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,,31.0,40.5,,40.5,2017-07-08,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,,,19.0,28.5,,28.5,2017-07-09,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,84.0,23.0,36.5,,84.0,2017-07-10,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,61.0,19.0,29.0,,61.0,2017-07-11,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,80.0,20.0,35.5,,80.0,2017-07-12,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,74.0,22.0,23.0,,74.0,2017-07-13,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,84.0,20.0,33.5,,84.0,2017-07-14,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,115.0,19.0,29.5,,115.0,2017-07-15,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,93.0,25.0,27.5,,93.0,2017-07-16,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,64.0,28.0,38.0,,64.0,2017-07-17,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,54.0,20.0,31.0,,54.0,2017-07-18,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,40.0,58.0,31.5,,58.0,2017-07-19,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,58.0,15.0,16.5,,58.0,2017-07-20,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,61.0,19.0,22.0,,61.0,2017-07-21,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,74.0,19.0,29.5,,74.0,2017-07-22,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,87.0,24.0,35.5,,87.0,2017-07-23,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,67.0,17.0,21.5,,67.0,2017-07-24,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,,47.0,9.0,28.5,,47.0,2017-07-25,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,,54.0,14.0,15.0,,54.0,2017-07-26,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,,74.0,19.0,18.5,,74.0,2017-07-27,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,49.0,15.0,21.0,,49.0,2017-07-28,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,,87.0,14.0,15.0,,87.0,2017-07-29,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,14.0,87.0,14.0,14.5,,87.0,2017-07-30,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,27.0,71.0,18.0,21.5,,71.0,2017-07-31,2017,7
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,22.0,71.0,20.0,24.0,,71.0,2017-08-01,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,25.0,90.0,24.0,32.5,,90.0,2017-08-02,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,29.0,74.0,26.0,37.5,,74.0,2017-08-03,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,25.0,58.0,25.0,40.5,,58.0,2017-08-04,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,16.0,71.0,18.5,30.0,,71.0,2017-08-05,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,17.0,49.0,20.0,28.0,,49.0,2017-08-06,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,22.0,48.0,19.0,30.0,,48.0,2017-08-07,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,15.0,51.0,15.0,19.5,,51.0,2017-08-08,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,20.0,58.0,19.0,18.5,,58.0,2017-08-09,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,18.0,67.0,12.0,15.5,,67.0,2017-08-10,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,30.0,58.0,15.0,12.5,,58.0,2017-08-11,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,13.0,49.0,11.0,7.5,,49.0,2017-08-12,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,13.0,49.0,10.0,14.5,,49.0,2017-08-13,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,27.0,47.0,28.0,23.5,,47.0,2017-08-14,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,2.0,18.0,61.0,24.0,29.0,,61.0,2017-08-15,2017,8
2,40.253611,-111.663056,Utah,Utah,Provo,3.0,27.0,77.0,19.0,27.0,,77.0,2017-08-16,2017,8
